DARKO VISKOVIÆ PR DOLCE VITA;;;Lager;;;;
PAVLA VUJISIÆA 44 BEOGRAD (ZEMUN);;;"magacin: mp1
cena: nabavna";;;;
PIB:111565745;;;;;;;
;;;;;;;
Šifra;Naziv;J.M.;Ulaz;Izlaz;Stanje;Cena;Vrednost
133959;Futrola NILLKIN super frost za Samsung G970F Galaxy S10e plava;KOM;1;0;1;562,64;562,64
134505;Fut DEFEND CLEAR J6 2018 crna;;1;0;1;180,50;180,50
134520;Futrola GENTLE COLOR za Samsung A505F Galaxy A50 crna;KOM;4;0;4;201,72;806,87
134527;Futrola GENTLE COLOR za Samsung A405F Galaxy A40 crna;KOM;2;0;2;201,72;403,43
135128;Futrola G-Case Duke za Samsung G970F Galaxy S10e crna;KOM;1;0;1;425,59;425,59
135129;Futrola G-Case Duke za Samsung G970F Galaxy S10e teget;KOM;1;0;1;425,59;425,59
135130;Futrola G-Case Duke za Samsung G973F Galaxy S10 crna;KOM;1;0;1;425,59;425,59
135131;Futrola G-Case Duke za Samsung G973F Galaxy S10 teget;KOM;1;0;1;425,59;425,59
135132;Futrola G-Case Duke za Samsung G975F Galaxy S10 Plus crna;KOM;1;0;1;425,59;425,59
135133;Futrola G-Case Duke za Samsung G975F Galaxy S10 Plus teget;KOM;1;0;1;425,59;425,59
135135;Futrola silikon GLITTER SHOW YOURSELF za Huawei P Smart 2019 roze;KOM;1;0;1;238,34;238,34
135142;Futrola silikon GLITTER SHOW YOURSELF za Samsung G970F galaxy S10e roze;KOM;1;0;1;238,34;238,34
135143;Futrola silikon GLITTER SHOW YOURSELF za Samsung G970F galaxy S10e sreb;KOM;1;0;1;238,34;238,34
135146;Futrola silikon GLITTER SHOW YOURSELF za Samsung G973F galaxy S10 roze;KOM;1;0;1;238,34;238,34
135148;Futrola silikon GLITTER SHOW YOURSELF za Samsung G973F galaxy S10 zlatna;KOM;1;0;1;238,34;238,34
135150;Futrola silikon GLITTER SHOW YOURSELF za Samsung G975F galaxy S10 Plus roze;KOM;1;0;1;238,34;238,34
135693;Folija za zastitu ekrana GLASS za Samsung A105F Galaxy A10;;1;0;1;73,78;73,78
135694;Folija za zastitu ekrana GLASS za Samsung A205F Galaxy A20;;3;0;3;74,05;222,16
135881;Futrola ULTRA TANKI PROTECT silikon za Samsung A405F Galaxy A40 siva;;1;0;1;111,69;111,69
135882;Futrola ULTRA TANKI PROTECT silikon za Samsung A705F Galaxy A70 siva;;1;0;1;111,69;111,69
135884;Futrola ULTRA TANKI PROTECT silikon za Xiaomi Redmi Note 7/Note 7 Pro siva;;1;0;1;111,68;111,68
136009;Futrola DURABLE PRINT za Huawei P20 Lite DP0055;KOM;1;0;1;213,14;213,14
136035;Futrola DURABLE PRINT za Huawei P30 Lite DP0061;KOM;1;0;1;213,14;213,14
136118;Futrola DURABLE PRINT za Iphone 6G/6S DP0064;KOM;1;0;1;213,14;213,14
136539;Futrola silikon BRUSHED za Huawei P30 crna;KOM;1;0;1;306,74;306,74
136542;Futrola silikon BRUSHED za Huawei Y7 2019/Y7 Prime 2019 crna;KOM;1;0;1;313,36;313,36
136675;Futrola GENTLE COLOR za Huawei Y7 2019/Y7 Prime 2019 crna;KOM;1;0;1;170,24;170,24
136681;Futrola GENTLE COLOR za Samsung A405F Galaxy A40 ljubicasta;KOM;1;0;1;170,24;170,24
